Brand Name,Product Name,Rating,Rating Number,Price,Return/Exchange,Expected Delivery,Availability,Product URLs,Other Details
THREE DICE,THREE DICE WALL POSTER ANIME MY HERO ACADEMIA ALL MIGHT MANGA - A3 (12 X 18 INCHES) FOR ROOM DECOR,No Rating,-,₹99.00,https://www.amazon.in/THREE-DICE-POSTER-ANIME-ACADEMIA/dp/B09BZS4XJV/ref=sr_1_38?dchild=1&keywords=Anime&qid=1629699334&sr=8-38#,Aug 28 - Sep 1,In stock.,https://www.amazon.in/THREE-DICE-POSTER-ANIME-ACADEMIA/dp/B09BZS4XJV/ref=sr_1_38?dchild=1&keywords=Anime&qid=1629699334&sr=8-38#,Poster Size: 45 cm x 30 cm / 12 inches X 18 inches. We suggest using double side tape to paste your posters on the wall right away.
Other,MC SID RAZZ - Levi Me Alone Anime Design Coffee Mug - Anime Merchandise India,4.4 out of 5,21 ratings,₹399.00,https://www.amazon.in/MC-SID-RAZZ-Anime-Levi-Merchandise/dp/B08JTLP4D4/ref=sr_1_39?dchild=1&keywords=Anime&qid=1629699334&sr=8-39#,"Monday, Aug 30",In stock.,https://www.amazon.in/MC-SID-RAZZ-Anime-Levi-Merchandise/dp/B08JTLP4D4/ref=sr_1_39?dchild=1&keywords=Anime&qid=1629699334&sr=8-39#,Anime Series Designed - Multicolor Coffee Mug for coffee lover
-,"THREE DICE Anime SOFTCOVER Notebook Demon Slayer (NEZUKO) : A4 (29.7 X 21 cm), 150 Pages, Ruled",4 out of 5,1 rating,₹155.00,https://www.amazon.in/THREE-DICE-SOFTCOVER-Notebook-Slayer/dp/B096W6XS4S/ref=sr_1_40?dchild=1&keywords=Anime&qid=1629699334&sr=8-40#,Aug 28 - Sep 1,In stock.,https://www.amazon.in/THREE-DICE-SOFTCOVER-Notebook-Slayer/dp/B096W6XS4S/ref=sr_1_40?dchild=1&keywords=Anime&qid=1629699334&sr=8-40#,"150 Pages, Ruled (single lined)."
Washable,Rarissime Anime R2 Printed 2 ply Cloth Face Mask,No Rating,-,₹199.00,https://www.amazon.in/Rarissime-Anime-Printed-Cloth-Face/dp/B099XF6YLJ/ref=sr_1_41?dchild=1&keywords=Anime&qid=1629699334&sr=8-41#,"Sunday, Aug 29",In stock.,https://www.amazon.in/Rarissime-Anime-Printed-Cloth-Face/dp/B099XF6YLJ/ref=sr_1_41?dchild=1&keywords=Anime&qid=1629699334&sr=8-41#,Care Instructions: Washable
Zoro,Blue Aura One Piece Zoro Anime PVC Action Figure Multi Color Height - 17 cm (Zoro) Without Box,No Rating,-,"₹1,145.00",https://www.amazon.in/Blue-Aura-Action-Figure-Height/dp/B098WPRLCC/ref=sr_1_42?dchild=1&keywords=Anime&qid=1629699334&sr=8-42#,Aug 26 - 27,In stock.,https://www.amazon.in/Blue-Aura-Action-Figure-Height/dp/B098WPRLCC/ref=sr_1_42?dchild=1&keywords=Anime&qid=1629699334&sr=8-42#,Height - 17 CM / Comes without Box.
Ceramic,TrendoPrint Naruto Anime Series Itachi Kakashi Sasuke Shikamaru Gaara Hinata Jiraiya Mintao Madara Pain Obito Sakura Rock Lee Tsunade Ideal And Sweet Gift And Return Gift Choice For Boys Girls And Friends And Boyfriend Girlfriend And Kids Son Daughter And Men Women And Anime Lovers Series Lovers Printed White Tea Milk And Coffee Mug And Cup Made Of Ceramic- 11 Oz (350ml),4.7 out of 5,10 ratings,₹199.00,https://www.amazon.in/TrendoPrint-Itachi-Kakashi-Shikamaru-Boyfriend-Girlfriend/dp/B08ZHFCB8T/ref=sr_1_43?dchild=1&keywords=Anime&qid=1629699334&sr=8-43#,"Monday, Aug 30",In stock.,https://www.amazon.in/TrendoPrint-Itachi-Kakashi-Shikamaru-Boyfriend-Girlfriend/dp/B08ZHFCB8T/ref=sr_1_43?dchild=1&keywords=Anime&qid=1629699334&sr=8-43#,Large Capacity Meets Your Mind- Perfect generous size for your morning coffee! Bigger than other coffee mugs. This coffee mug must be a functional partner for your new day!
-,Crazy Corner Anime Only Akatsuki Members Quote Printed Wall Hanging Board(Rectangle)|Designer Door Hanging|Wall Hanging for Living Room/Kids Room/Bedroom-Wall Décor Item/Gift Item for Home Decoration,5 out of 5,1 rating,₹399.00,https://www.amazon.in/Crazy-Corner-Rectangle-Bedroom-Wall-Decoration/dp/B08XM5X3WX/ref=sr_1_44?dchild=1&keywords=Anime&qid=1629699334&sr=8-44#,"Monday, Aug 30",In stock.,https://www.amazon.in/Crazy-Corner-Rectangle-Bedroom-Wall-Decoration/dp/B08XM5X3WX/ref=sr_1_44?dchild=1&keywords=Anime&qid=1629699334&sr=8-44#,Product size: 29.5x19.5x0.5(CM)
Pink,Women Wigs Men Short Spiky Layered Anime Cosplay Wig Halloween Christmas Carnival Dress Up Pretend Play Party Wig Gift (Pink),5 out of 5,1 rating,₹872.99,https://www.amazon.in/Layered-Cosplay-Halloween-Christmas-Carnival/dp/B07S6LXDJZ/ref=sr_1_45?dchild=1&keywords=Anime&qid=1629699334&sr=8-45#,Sep 16 - 20,In stock.,https://www.amazon.in/Layered-Cosplay-Halloween-Christmas-Carnival/dp/B07S6LXDJZ/ref=sr_1_45?dchild=1&keywords=Anime&qid=1629699334&sr=8-45#,"Thick fiber, soft and natural, wig needs to re-style by yourself when receive."
-,"THREE DICE Anime SOFTCOVER Notebook Demon Slayer (NEZUKO) : A4 (29.7 X 21 cm), 250 Pages, Ruled",No Rating,-,₹149.00,https://www.amazon.in/THREE-DICE-SOFTCOVER-Notebook-Slayer/dp/B096W4HQQK/ref=sr_1_46?dchild=1&keywords=Anime&qid=1629699334&sr=8-46#,Aug 28 - Sep 1,In stock.,https://www.amazon.in/THREE-DICE-SOFTCOVER-Notebook-Slayer/dp/B096W4HQQK/ref=sr_1_46?dchild=1&keywords=Anime&qid=1629699334&sr=8-46#,"250 Pages, Ruled (single lined)."
Artich,Artich Designer Gaming Mouse Pad for Office Laptop/Computer with Super Soft Non-Slip Rubber Base and Lycra Cloth Surface for Silky Touch Rectangle (Anime Theme),4.7 out of 5,14 ratings,₹199.00,https://www.amazon.in/Artich-Designer-Computer-Non-Slip-Rectangle/dp/B097RQ41CQ/ref=sr_1_47?dchild=1&keywords=Anime&qid=1629699334&sr=8-47#,Aug 26 - 27,In stock.,https://www.amazon.in/Artich-Designer-Computer-Non-Slip-Rectangle/dp/B097RQ41CQ/ref=sr_1_47?dchild=1&keywords=Anime&qid=1629699334&sr=8-47#,"🌟ERGONOMIC DESIGN : Artich mouse pad is carefully printed with brilliant color, no fade, no wrinkle. Designed with an attractive grained surface to add a vintage touch to your workspace. Suitable for both professional and personal use if you use a computer for long periods of time."
-,Quote Marshals Men's Regular Fit T-Shirt,4.2 out of 5,20 ratings,-,-,-,-,-,Fit Type: Regular Fit
THREE DICE,THREE DICE WALL POSTER ANIME NARUTO X SASUKE - A3 (12 X 18 INCHES) FOR ROOM DECOR,No Rating,-,₹99.00,https://www.amazon.in/THREE-DICE-POSTER-NARUTO-SASUKE/dp/B09BZSQ86M/ref=sr_1_49?dchild=1&keywords=Anime&qid=1629699334&sr=8-49#,Aug 28 - Sep 1,In stock.,https://www.amazon.in/THREE-DICE-POSTER-NARUTO-SASUKE/dp/B09BZSQ86M/ref=sr_1_49?dchild=1&keywords=Anime&qid=1629699334&sr=8-49#,Poster Size: 45 cm x 30 cm / 12 inches X 18 inches. We suggest using double side tape to paste your posters on the wall right away.
-,Watercolor Dual Brush Marker Soft Flexible Tips for Drawing Blending as Aquarelle Calligraphy Pen Anime Comic Markers (48 Colors),4.3 out of 5,2 ratings,-,https://www.amazon.in/Watercolor-Flexible-Blending-Aquarelle-Calligraphy/dp/B077BSFGJS/ref=sr_1_50?dchild=1&keywords=Anime&qid=1629699334&sr=8-50#,-,,https://www.amazon.in/Watercolor-Flexible-Blending-Aquarelle-Calligraphy/dp/B077BSFGJS/ref=sr_1_50?dchild=1&keywords=Anime&qid=1629699334&sr=8-50#,-
Skpitin,"Demon-Slayer Figure, Version Kimetsu No Yaiba Anime Figure Set,Tanjiro Zenitsu Nezuko Inosuke Action Figure Statues,Home Decoration Best Gift Collection Toy",No Rating,-,₹990.00,https://www.amazon.in/Demon-Slayer-Version-Kimetsu-Decoration-Collection/dp/B093KTK4M7/ref=sr_1_51?dchild=1&keywords=Anime&qid=1629699334&sr=8-51#,Aug 25 - 26,Only 1 left in stock.,https://www.amazon.in/Demon-Slayer-Version-Kimetsu-Decoration-Collection/dp/B093KTK4M7/ref=sr_1_51?dchild=1&keywords=Anime&qid=1629699334&sr=8-51#,"☛【High-quality Materials】All our products are made of PVC materials, ensuring that they are not only fun, but also safe for our customers."
Thepaper9store,"Thepaper9store Paper Printed Naruto Poster Glossy Set Anime HD+ Photos Self Adhesive Exclusive Wall Poster for Room Decor (11.5 x 8.5 Inches, Size - A4, Multicolor) - Pack of 8",4.9 out of 5,10 ratings,₹269.00,https://www.amazon.in/Thepaper9store-Printed-Naruto-Adhesive-Exclusive/dp/B0976BH1QP/ref=sr_1_52?dchild=1&keywords=Anime&qid=1629699334&sr=8-52#,Aug 26 - 27,In stock.,https://www.amazon.in/Thepaper9store-Printed-Naruto-Adhesive-Exclusive/dp/B0976BH1QP/ref=sr_1_52?dchild=1&keywords=Anime&qid=1629699334&sr=8-52#,If You Are A Naruto Uzumaki Fan YOU Are At The Right Place All Exclusives Posters Here
Generic,Dealbooth Telescopes for Adults Kids 90x Power Zoom Portable Telescope for Beginners for View Moon Planets,No Rating,-,"₹8,999.00",https://www.amazon.in/Dealbooth-Telescopes-Portable-Telescope-Beginners/dp/B09CNKQL3V/ref=sr_1_53_sspa?dchild=1&keywords=Anime&qid=1629699334&sr=8-53-spons&psc=1&spLa=ZW5jcnlwdGVkUXVhbGlmaWVyPUExSFNPMDFSMDFJVFhXJmVuY3J5cHRlZElkPUEwMjM5NDIyM0dDMVpCNk4wRjNGSCZlbmNyeXB0ZWRBZElkPUEwMTQ3NDkxMkNEOTVLMDVHQk1WNSZ3aWRnZXROYW1lPXNwX2J0ZiZhY3Rpb249Y2xpY2tSZWRpcmVjdCZkb05vdExvZ0NsaWNrPXRydWU=#,Aug 26 - 27,In stock.,https://www.amazon.in/Dealbooth-Telescopes-Portable-Telescope-Beginners/dp/B09CNKQL3V/ref=sr_1_53_sspa?dchild=1&keywords=Anime&qid=1629699334&sr=8-53-spons&psc=1&spLa=ZW5jcnlwdGVkUXVhbGlmaWVyPUExSFNPMDFSMDFJVFhXJmVuY3J5cHRlZElkPUEwMjM5NDIyM0dDMVpCNk4wRjNGSCZlbmNyeXB0ZWRBZElkPUEwMTQ3NDkxMkNEOTVLMDVHQk1WNSZ3aWRnZXROYW1lPXNwX2J0ZiZhY3Rpb249Y2xpY2tSZWRpcmVjdCZkb05vdExvZ0NsaWNrPXRydWU=#,1. HIGH QUALITY :- 360 x 50 refractor scope is a compact and universal telescope with bright image quality and high magnification power
Washi Paper,HASTHIP® Shine Gold Foil Washi Tape Sets 10 Rolls Washi Tapes with 10 Sheets Stickers Decorative Tape for Crafts Bullet Journal Gift Wrapping Scrapbooking (Purple),4.4 out of 5,71 ratings,-,https://www.amazon.in/HASTHIP%C2%AE-Stickers-Decorative-Wrapping-Scrapbooking/dp/B091TW4HYS/ref=sr_1_54_sspa?dchild=1&keywords=Anime&qid=1629699334&sr=8-54-spons&psc=1&spLa=ZW5jcnlwdGVkUXVhbGlmaWVyPUExSFNPMDFSMDFJVFhXJmVuY3J5cHRlZElkPUEwMjM5NDIyM0dDMVpCNk4wRjNGSCZlbmNyeXB0ZWRBZElkPUEwMDIxNzgwMzJXUFlTMzhEMDJJSiZ3aWRnZXROYW1lPXNwX2J0ZiZhY3Rpb249Y2xpY2tSZWRpcmVjdCZkb05vdExvZ0NsaWNrPXRydWU=#,"Wednesday, Aug 25",In stock.,https://www.amazon.in/HASTHIP%C2%AE-Stickers-Decorative-Wrapping-Scrapbooking/dp/B091TW4HYS/ref=sr_1_54_sspa?dchild=1&keywords=Anime&qid=1629699334&sr=8-54-spons&psc=1&spLa=ZW5jcnlwdGVkUXVhbGlmaWVyPUExSFNPMDFSMDFJVFhXJmVuY3J5cHRlZElkPUEwMjM5NDIyM0dDMVpCNk4wRjNGSCZlbmNyeXB0ZWRBZElkPUEwMDIxNzgwMzJXUFlTMzhEMDJJSiZ3aWRnZXROYW1lPXNwX2J0ZiZhY3Rpb249Y2xpY2tSZWRpcmVjdCZkb05vdExvZ0NsaWNrPXRydWU=#,"Fantastic design : This ""red-crowned crane"" series of washi tapes,which inspired by folk story in ancient time,not only have beautiful image but also symbolizes auspiciousness, loyalty and longevity."
1M,"VIDHYA Washable Adhesive Tape Nano-tape Reusable Clear Double Sided Adhesive Silicone Anti-Slip Tape, Trackless Removable Sticky Strips Grip for Fixing Carpet Phones Pictures Pen Key|1M/3.28Ft",No Rating,-,₹299.00,https://www.amazon.in/VIDHYA-Nano-tape-Anti-Slip-Trackless-Removable/dp/B09C4PC42K/ref=sr_1_55_sspa?dchild=1&keywords=Anime&qid=1629699334&sr=8-55-spons&psc=1&spLa=ZW5jcnlwdGVkUXVhbGlmaWVyPUExSFNPMDFSMDFJVFhXJmVuY3J5cHRlZElkPUEwMjM5NDIyM0dDMVpCNk4wRjNGSCZlbmNyeXB0ZWRBZElkPUEwNTI5Nzc0MUFZRTlLUlNZSEtYRSZ3aWRnZXROYW1lPXNwX2J0ZiZhY3Rpb249Y2xpY2tSZWRpcmVjdCZkb05vdExvZ0NsaWNrPXRydWU=#,"Thursday, Aug 26",In stock.,https://www.amazon.in/VIDHYA-Nano-tape-Anti-Slip-Trackless-Removable/dp/B09C4PC42K/ref=sr_1_55_sspa?dchild=1&keywords=Anime&qid=1629699334&sr=8-55-spons&psc=1&spLa=ZW5jcnlwdGVkUXVhbGlmaWVyPUExSFNPMDFSMDFJVFhXJmVuY3J5cHRlZElkPUEwMjM5NDIyM0dDMVpCNk4wRjNGSCZlbmNyeXB0ZWRBZElkPUEwNTI5Nzc0MUFZRTlLUlNZSEtYRSZ3aWRnZXROYW1lPXNwX2J0ZiZhY3Rpb249Y2xpY2tSZWRpcmVjdCZkb05vdExvZ0NsaWNrPXRydWU=#,"★【2020 UPGRADED MULTIFUNCTIONAL TAPE】- Made from the latest Acrylic-Gel material, our transparent adhesive tapes are very strong,durable,removable,traceless,and no residue. This super adhesive tape works perfectly in temperature range from -16C(0F) or 62C(150F)."
Whixant,Whixant F30070M 300/70mm 150X Professional Space Telescopes Astronomical Monocular Outdoor Astronomical Telescope Refractive Spotting Scope with Portable Tripod,4 out of 5,1 rating,"₹4,495.00",https://www.amazon.in/Whixant-Professional-Telescopes-Astronomical-Refractive/dp/B09B2KW7YJ/ref=sr_1_56_sspa?dchild=1&keywords=Anime&qid=1629699334&sr=8-56-spons&psc=1&spLa=ZW5jcnlwdGVkUXVhbGlmaWVyPUExSFNPMDFSMDFJVFhXJmVuY3J5cHRlZElkPUEwMjM5NDIyM0dDMVpCNk4wRjNGSCZlbmNyeXB0ZWRBZElkPUEwODI4ODc3MVpGNVQ5QU42SUxISSZ3aWRnZXROYW1lPXNwX2J0ZiZhY3Rpb249Y2xpY2tSZWRpcmVjdCZkb05vdExvZ0NsaWNrPXRydWU=#,"Thursday, Aug 26",In stock.,https://www.amazon.in/Whixant-Professional-Telescopes-Astronomical-Refractive/dp/B09B2KW7YJ/ref=sr_1_56_sspa?dchild=1&keywords=Anime&qid=1629699334&sr=8-56-spons&psc=1&spLa=ZW5jcnlwdGVkUXVhbGlmaWVyPUExSFNPMDFSMDFJVFhXJmVuY3J5cHRlZElkPUEwMjM5NDIyM0dDMVpCNk4wRjNGSCZlbmNyeXB0ZWRBZElkPUEwODI4ODc3MVpGNVQ5QU42SUxISSZ3aWRnZXROYW1lPXNwX2J0ZiZhY3Rpb249Y2xpY2tSZWRpcmVjdCZkb05vdExvZ0NsaWNrPXRydWU=#,"【70MM OBJECTIVE LENS,FULLY MULTI-COATED OPTICS】Occer telescope with 70mm Aperture 300mm and using fully multi-coated prism provides high definition and bright image. Moreover,This portable kit comes with 20mm telescope eyepiece,6mm eyepiece and 3x barlow len. If used with the 3x barlow len, the magnification can be increased by 3 x. All in all, you can use 6mm or 20mm eyepiece according to your need for wildlife,bird watching,viewing moon,stars and so on."
SMALL,Nano Double Sided Tape Heavy Duty - Multipurpose Adhesive Tape 3 meter (Pack Of 1),5 out of 5,6 ratings,₹279.00,https://www.amazon.in/Nano-Double-Sided-Tape-Heavy/dp/B09BJRHMQ7/ref=sr_1_57_sspa?dchild=1&keywords=Anime&qid=1629699334&sr=8-57-spons&psc=1&spLa=ZW5jcnlwdGVkUXVhbGlmaWVyPUExSFNPMDFSMDFJVFhXJmVuY3J5cHRlZElkPUEwMjM5NDIyM0dDMVpCNk4wRjNGSCZlbmNyeXB0ZWRBZElkPUEwODE4Mzk1MUFOTDg0VjFMRVc2TCZ3aWRnZXROYW1lPXNwX2J0ZiZhY3Rpb249Y2xpY2tSZWRpcmVjdCZkb05vdExvZ0NsaWNrPXRydWU=#,"Thursday, Aug 26",In stock.,https://www.amazon.in/Nano-Double-Sided-Tape-Heavy/dp/B09BJRHMQ7/ref=sr_1_57_sspa?dchild=1&keywords=Anime&qid=1629699334&sr=8-57-spons&psc=1&spLa=ZW5jcnlwdGVkUXVhbGlmaWVyPUExSFNPMDFSMDFJVFhXJmVuY3J5cHRlZElkPUEwMjM5NDIyM0dDMVpCNk4wRjNGSCZlbmNyeXB0ZWRBZElkPUEwODE4Mzk1MUFOTDg0VjFMRVc2TCZ3aWRnZXROYW1lPXNwX2J0ZiZhY3Rpb249Y2xpY2tSZWRpcmVjdCZkb05vdExvZ0NsaWNrPXRydWU=#,"【EASY TO USE & REMOVABLE】The length of this double-sided tape is 10FT, 1.18inches wide and 0.08 inches thick,you can easily cut the nano tape to any size you need. Very easy to remove and leave no residue. Note: To avoid the possible damage, we don't recommed using this tape on easily damaged surfaces."
Silver,Hologram Stickers - Original Genuine Silver Rounded Corner (500),5 out of 5,1 rating,₹349.00,https://www.amazon.in/Hologram-Stickers-Original-Genuine-Rounded/dp/B09234R7JX/ref=sr_1_58_sspa?dchild=1&keywords=Anime&qid=1629699334&sr=8-58-spons&psc=1&spLa=ZW5jcnlwdGVkUXVhbGlmaWVyPUExSFNPMDFSMDFJVFhXJmVuY3J5cHRlZElkPUEwMjM5NDIyM0dDMVpCNk4wRjNGSCZlbmNyeXB0ZWRBZElkPUEwODAzNTkzMUNUWDkxQkJFTjNOQSZ3aWRnZXROYW1lPXNwX2J0ZiZhY3Rpb249Y2xpY2tSZWRpcmVjdCZkb05vdExvZ0NsaWNrPXRydWU=#,Aug 29 - 30,In stock.,https://www.amazon.in/Hologram-Stickers-Original-Genuine-Rounded/dp/B09234R7JX/ref=sr_1_58_sspa?dchild=1&keywords=Anime&qid=1629699334&sr=8-58-spons&psc=1&spLa=ZW5jcnlwdGVkUXVhbGlmaWVyPUExSFNPMDFSMDFJVFhXJmVuY3J5cHRlZElkPUEwMjM5NDIyM0dDMVpCNk4wRjNGSCZlbmNyeXB0ZWRBZElkPUEwODAzNTkzMUNUWDkxQkJFTjNOQSZ3aWRnZXROYW1lPXNwX2J0ZiZhY3Rpb249Y2xpY2tSZWRpcmVjdCZkb05vdExvZ0NsaWNrPXRydWU=#,Security Hologram Sticker
Pattern: Tree,"RSN Handicraft Leather Handmade Paper Vintage Hand Embossed Tree of Life - Travel Regular Journal diary Personal Organizer Notebook for Men, Women 7x5 Inches",4.4 out of 5,427 ratings,₹498.00,https://www.amazon.in/RSN-Leather-Journal-Tree-Life/dp/B07TWX5BF7/ref=sr_1_59_sspa?dchild=1&keywords=Anime&qid=1629699334&sr=8-59-spons&psc=1&spLa=ZW5jcnlwdGVkUXVhbGlmaWVyPUExSFNPMDFSMDFJVFhXJmVuY3J5cHRlZElkPUEwMjM5NDIyM0dDMVpCNk4wRjNGSCZlbmNyeXB0ZWRBZElkPUEwNDUzMzY2MzNXVVVSVVVCQVE0SiZ3aWRnZXROYW1lPXNwX2J0ZiZhY3Rpb249Y2xpY2tSZWRpcmVjdCZkb05vdExvZ0NsaWNrPXRydWU=#,"Friday, Aug 27",In stock.,https://www.amazon.in/RSN-Leather-Journal-Tree-Life/dp/B07TWX5BF7/ref=sr_1_59_sspa?dchild=1&keywords=Anime&qid=1629699334&sr=8-59-spons&psc=1&spLa=ZW5jcnlwdGVkUXVhbGlmaWVyPUExSFNPMDFSMDFJVFhXJmVuY3J5cHRlZElkPUEwMjM5NDIyM0dDMVpCNk4wRjNGSCZlbmNyeXB0ZWRBZElkPUEwNDUzMzY2MzNXVVVSVVVCQVE0SiZ3aWRnZXROYW1lPXNwX2J0ZiZhY3Rpb249Y2xpY2tSZWRpcmVjdCZkb05vdExvZ0NsaWNrPXRydWU=#,"✔ BEAUTIFULLY CRAFTED & UNIQUE EMBOSSED TREE DESIGN: Made from Soft & Supple Dark Brown Water Leather diary with a real leather scent. Naturally tanned with special oil, if you scratch or fold this crazy genuine leather, you create your own distressed style! Rub your markings and they will fade away. Hand made from 100% genuine leather, our journals can vary in look and shade, producing a unique item, no two are ever the same - a special keepsake for your thoughts & ideas"
SJS,SJ Smart Telescope Full Brass 18 inch Taper Model Solid Telescope with Leather,No Rating,-,"₹1,250.00",https://www.amazon.in/Smart-Telescope-Brass-Taper-Leather/dp/B094N32J99/ref=sr_1_60_sspa?dchild=1&keywords=Anime&qid=1629699334&sr=8-60-spons&psc=1&spLa=ZW5jcnlwdGVkUXVhbGlmaWVyPUExSFNPMDFSMDFJVFhXJmVuY3J5cHRlZElkPUEwMjM5NDIyM0dDMVpCNk4wRjNGSCZlbmNyeXB0ZWRBZElkPUEwMjk0NzkwMkZORjNMQzNZM1k3NiZ3aWRnZXROYW1lPXNwX2J0ZiZhY3Rpb249Y2xpY2tSZWRpcmVjdCZkb05vdExvZ0NsaWNrPXRydWU=#,"Monday, Aug 30",In stock.,https://www.amazon.in/Smart-Telescope-Brass-Taper-Leather/dp/B094N32J99/ref=sr_1_60_sspa?dchild=1&keywords=Anime&qid=1629699334&sr=8-60-spons&psc=1&spLa=ZW5jcnlwdGVkUXVhbGlmaWVyPUExSFNPMDFSMDFJVFhXJmVuY3J5cHRlZElkPUEwMjM5NDIyM0dDMVpCNk4wRjNGSCZlbmNyeXB0ZWRBZElkPUEwMjk0NzkwMkZORjNMQzNZM1k3NiZ3aWRnZXROYW1lPXNwX2J0ZiZhY3Rpb249Y2xpY2tSZWRpcmVjdCZkb05vdExvZ0NsaWNrPXRydWU=#,18 inch Leather telescope produce a bright and magnified image
-,"Brelvik Door sealing strip for home, Air Gap Silicone Shield Waterproof Weather-Strip Self-Adhesive Window/Door Tape for Seal, Cockroach Insect Bugs Stopper |1 Meter Transparent",No Rating,-,₹499.00,https://www.amazon.in/Brelvik-Waterproof-Weather-Strip-Self-Adhesive-Transparent/dp/B09C8TR8BD/ref=sr_1_49_sspa?dchild=1&keywords=Anime&qid=1629699438&sr=8-49-spons&psc=1&spLa=ZW5jcnlwdGVkUXVhbGlmaWVyPUExNEZGR1BOODRPS0hHJmVuY3J5cHRlZElkPUEwMzQ4NzI3MlkxTTJYQzdFU0EyMiZlbmNyeXB0ZWRBZElkPUEwMTg2MzIyMldYTEZOTVVQTTQyTyZ3aWRnZXROYW1lPXNwX2F0Zl9uZXh0JmFjdGlvbj1jbGlja1JlZGlyZWN0JmRvTm90TG9nQ2xpY2s9dHJ1ZQ==#,"Thursday, Aug 26",In stock.,https://www.amazon.in/Brelvik-Waterproof-Weather-Strip-Self-Adhesive-Transparent/dp/B09C8TR8BD/ref=sr_1_49_sspa?dchild=1&keywords=Anime&qid=1629699438&sr=8-49-spons&psc=1&spLa=ZW5jcnlwdGVkUXVhbGlmaWVyPUExNEZGR1BOODRPS0hHJmVuY3J5cHRlZElkPUEwMzQ4NzI3MlkxTTJYQzdFU0EyMiZlbmNyeXB0ZWRBZElkPUEwMTg2MzIyMldYTEZOTVVQTTQyTyZ3aWRnZXROYW1lPXNwX2F0Zl9uZXh0JmFjdGlvbj1jbGlja1JlZGlyZWN0JmRvTm90TG9nQ2xpY2s9dHJ1ZQ==#,"This flexible PVC door sealer is an easy, convenient method of sealing the gap under your door or in your windows"
-,"CURATED CART® Tabletop Easel with Blackboard| Chalkboard Slate for Restaurant| Bar| Menu| Memo| Kitchen| Message Board| Mini Easel Place Card, (Medium)",No Rating,-,₹299.00,https://www.amazon.in/CURATED-Tabletop-Blackboard-Chalkboard-Restaurant/dp/B09964WMTR/ref=sr_1_50_sspa?dchild=1&keywords=Anime&qid=1629699438&sr=8-50-spons&psc=1&spLa=ZW5jcnlwdGVkUXVhbGlmaWVyPUExNEZGR1BOODRPS0hHJmVuY3J5cHRlZElkPUEwMzQ4NzI3MlkxTTJYQzdFU0EyMiZlbmNyeXB0ZWRBZElkPUEwMTIyNDkwMks2MDUzUEtDWVA0NSZ3aWRnZXROYW1lPXNwX2F0Zl9uZXh0JmFjdGlvbj1jbGlja1JlZGlyZWN0JmRvTm90TG9nQ2xpY2s9dHJ1ZQ==#,"Wednesday, Aug 25",In stock.,https://www.amazon.in/CURATED-Tabletop-Blackboard-Chalkboard-Restaurant/dp/B09964WMTR/ref=sr_1_50_sspa?dchild=1&keywords=Anime&qid=1629699438&sr=8-50-spons&psc=1&spLa=ZW5jcnlwdGVkUXVhbGlmaWVyPUExNEZGR1BOODRPS0hHJmVuY3J5cHRlZElkPUEwMzQ4NzI3MlkxTTJYQzdFU0EyMiZlbmNyeXB0ZWRBZElkPUEwMTIyNDkwMks2MDUzUEtDWVA0NSZ3aWRnZXROYW1lPXNwX2F0Zl9uZXh0JmFjdGlvbj1jbGlja1JlZGlyZWN0JmRvTm90TG9nQ2xpY2s9dHJ1ZQ==#,"MATERIAL :- Sturdy original wooden Easel stand, Single side board with slightly textured surface."
Pattern: Foot Prints,"Anshika International Retro Antique Vintage Personal Leather Bound Notebook Diary with Lock for Travel, Writer, Journal - Brown, 7 x 5 Inches",4.3 out of 5,189 ratings,-,https://www.amazon.in/Anshika-International-Leather-Engraved-Journey/dp/B0794V6NP8/ref=sr_1_51_sspa?dchild=1&keywords=Anime&qid=1629699438&sr=8-51-spons&psc=1&spLa=ZW5jcnlwdGVkUXVhbGlmaWVyPUExNEZGR1BOODRPS0hHJmVuY3J5cHRlZElkPUEwMzQ4NzI3MlkxTTJYQzdFU0EyMiZlbmNyeXB0ZWRBZElkPUEwMjA2Njk2VU9NQ0lDTkcxM05LJndpZGdldE5hbWU9c3BfYXRmX25leHQmYWN0aW9uPWNsaWNrUmVkaXJlY3QmZG9Ob3RMb2dDbGljaz10cnVl#,"Friday, Aug 27",In stock.,https://www.amazon.in/Anshika-International-Leather-Engraved-Journey/dp/B0794V6NP8/ref=sr_1_51_sspa?dchild=1&keywords=Anime&qid=1629699438&sr=8-51-spons&psc=1&spLa=ZW5jcnlwdGVkUXVhbGlmaWVyPUExNEZGR1BOODRPS0hHJmVuY3J5cHRlZElkPUEwMzQ4NzI3MlkxTTJYQzdFU0EyMiZlbmNyeXB0ZWRBZElkPUEwMjA2Njk2VU9NQ0lDTkcxM05LJndpZGdldE5hbWU9c3BfYXRmX25leHQmYWN0aW9uPWNsaWNrUmVkaXJlY3QmZG9Ob3RMb2dDbGljaz10cnVl#,»【Handcrafted From Genuine Leather】: Each journal is specially designed and handmade from premium split leather. Artful hand stitching to create a timeless space for your thoughts
